Comune;Provincia;Nome;Descrizione;Scheda;Immagine;Descrizione immagine;Sottofamiglia;Indirizzo;Localita;Redazione locale;Data di esportazione;Latitudine;Longitudine
RAMISETO;REGGIO EMILIA;Montedello;;http://www.appenninoreggiano.it/schede.asp?lang=it&d=montedello;http://www.appenninoreggiano.it/img_CCCCE0D38E58A288C1256856005B1492.jpg.axd;Montedello;BORGHI;Montedello;42030 RAMISETO (RE);Appennino Reggiano;42174;;
RAMISETO;REGGIO EMILIA;Monumento ai Caduti - Ramiseto;;http://www.appenninoreggiano.it/schede.asp?lang=it&d=monumento-ai-caduti-ramiseto;http://www.appenninoreggiano.it/img_BC9EEF1525784F73C1256B30003C13FB.jpg.axd;Monumento ai Caduti - Ramiseto;MONUMENTI ALLA MEMORIA;Piazzale della ex scuola;42030 RAMISETO (RE);Appennino Reggiano;42174;;
RAMISETO;REGGIO EMILIA;Mulino Adani;;http://www.appenninoreggiano.it/schede.asp?lang=it&d=mulino-adani;http://www.appenninoreggiano.it/img_9870730E674D53D6C1256857004D6DFC.jpg.axd;Mulino Adani;CASE COLONICHE, MULINI;Pieve S. Vincenzo;42030 RAMISETO (RE);Appennino Reggiano;42174;;
RAMISETO;REGGIO EMILIA;Mulino Briselli;;http://www.appenninoreggiano.it/schede.asp?lang=it&d=mulino-briselli;;;CASE COLONICHE, MULINI;Cecciola- Fiume Liocca;42030 RAMISETO (RE);Appennino Reggiano;42174;;
RAMISETO;REGGIO EMILIA;Mulino Casalini;;http://www.appenninoreggiano.it/schede.asp?lang=it&d=mulino-casalini;;;CASE COLONICHE, MULINI;Pieve San Vincenzo;42030 RAMISETO (RE);Appennino Reggiano;42174;;
RAMISETO;REGGIO EMILIA;Mulino Mocchi;;http://www.appenninoreggiano.it/schede.asp?lang=it&d=mulino-mocchi;;;CASE COLONICHE, MULINI;Succiso;42030 RAMISETO (RE);Appennino Reggiano;42174;;
RAMISETO;REGGIO EMILIA;Nigone;;http://www.appenninoreggiano.it/schede.asp?lang=it&d=nigone;http://www.appenninoreggiano.it/img_61FCF0D217374221C12568560056C282.jpg.axd;Nigone;BORGHI;Nigone;42030 RAMISETO (RE);Appennino Reggiano;42174;;
RAMISETO;REGGIO EMILIA;Portale ad arco - Cecciola;;http://www.appenninoreggiano.it/schede.asp?lang=it&d=portale-ad-arco-cecciola;http://www.appenninoreggiano.it/img_27602373AAAEA996C12568C0002D4839.jpg.axd;Portale ad arco - Cecciola;BORGHI;Cecciola;42030 RAMISETO (RE);Appennino Reggiano;42174;;
RAMISETO;REGGIO EMILIA;Ramiseto;;http://www.appenninoreggiano.it/schede.asp?lang=it&d=ramiseto;http://www.appenninoreggiano.it/img_F77A3D5581003B96C12568660054B976.jpg.axd;Ramiseto;BORGHI;;42030 RAMISETO (RE);Appennino Reggiano;42174;;
RAMISETO;REGGIO EMILIA;Succiso;;http://www.appenninoreggiano.it/schede.asp?lang=it&d=succiso;http://www.appenninoreggiano.it/img_DB7AE11AB20B0B1EC12568560054BB54.jpg.axd;Succiso;BORGHI;Succiso;42030 RAMISETO (RE);Appennino Reggiano;42174;;
RAMISETO;REGGIO EMILIA;Tre Fontane;;http://www.appenninoreggiano.it/schede.asp?lang=it&d=tre-fontane;http://www.appenninoreggiano.it/img_D429AABB893E3A68C1256B1E0033EE0F.jpg.axd;Tre Fontane;FONTANE, PONTI, CANALI;Lugolo;42030 RAMISETO (RE);Appennino Reggiano;42174;;
REGGIOLO;REGGIO EMILIA;Chiesa di Santa Maria Assunta;La chiesa di Santa Maria Assunta, Parrocchiale di Reggiolo, è il capolavoro religioso dell?Architetto modenese Cesare Costa, autore del Teatro Municipale di Reggio Emilia, che la realizzò tra il 1855 e il 1858.;http://turismo.comune.re.it/it/reggiolo/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/chiesa-di-santa-maria-assunta;;;CHIESE, PIEVI, BATTISTERI;piazza Giovanni XXIII, 7 - 42046 Reggiolo;;Reggio Emilia;42081;44.918413;10.806996
REGGIOLO;REGGIO EMILIA;La Rocca;Fu edificata nella prima metà del secolo XIII dal Comune di Reggio Emilia per difendersi dai Mantovani che più volte la assalirono.;http://turismo.comune.re.it/it/reggiolo/scopri-il-territorio/arte-e-cultura/castelli-torri-campanili/la-rocca;;;CASTELLI, TORRI, CAMPANILI;piazza Martiri - 42046 Reggiolo;;Reggio Emilia;42081;44.91858;10.802264
REGGIOLO;REGGIO EMILIA;"Pinacoteca ""Antonio Ruggiero Giorgi""";Raccolta di materiali provenienti dagli scavi dell'importante terramara dell'età del Bronzo (secoli XVI e XII a.C.) e i resti di una villa romana;http://turismo.comune.re.it/it/reggiolo/scopri-il-territorio/arte-e-cultura/musei-gallerie/pinacoteca-antonio-ruggiero-giorgi;;;MUSEI, GALLERIE;piazza Martiri, 38 - 42046 Reggiolo;;Reggio Emilia;42081;44.918451;10.803901
REGGIO NELL'EMILIA;REGGIO EMILIA;Arco del Follo;Realizzato durante l?ampliamento di Via Emilia S. Pietro fra il 1797 e l?inizio del 1800, l?arco celebra il risanamento della zona avvenuta negli anni delle vittorie napoleoniche.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/archi-porte-mura-portici/arco-del-follo;;;ARCHI, PORTE, MURA, PORTICI;via Emilia San Pietro - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.695806;10.639009
REGGIO NELL'EMILIA;REGGIO EMILIA;Arco di Porta Santa Croce;La porta è al termine di via Roma, fu ultimata ai tempo del podesta Guido Lambertini di Bologna (fine XII secolo);http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/archi-porte-mura-portici/arco-di-porta-santa-croce;;;ARCHI, PORTE, MURA, PORTICI;via Roma - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.702044;10.635957
REGGIO NELL'EMILIA;REGGIO EMILIA;Basilica della Beata Vergine della Ghiara;Tempio dedicato alla Beata Vergine della Ghiara.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/abbazie-monasteri-santuari/basilica-della-beata-vergine-della-ghiara;;;ABBAZIE, MONASTERI, SANTUARI;corso Garibaldi, 44 - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.698922;10.626526
REGGIO NELL'EMILIA;REGGIO EMILIA;Basilica di San Prospero;"Antica Chiesa consacrata nel 997 e dedicata al Vescovo Prospero, proclamato Santo protettore della città. Fu ricostruita interamente nel XV secolo; la facciata è del XVII secolo.";http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/basilica-di-san-prospero;;;CHIESE, PIEVI, BATTISTERI;piazza San Prospero - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.697106;10.632555
REGGIO NELL'EMILIA;REGGIO EMILIA;Battistero;Chiesa di S. Giovanni Battista. Singolare edificio del XII secolo caratterizzato da una pianta a croce latina, al cui centro si trovava il fonte battesimale. Alla fine del XV secolo il Vescovo Arlotti lo trasformò in stile rinascimentale. Il restauro ha portato alla luce gran parte delle struttu...;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/battistero;;;CHIESE, PIEVI, BATTISTERI;piazza Prampolini - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.697983;10.631063
REGGIO NELL'EMILIA;REGGIO EMILIA;Biblioteca A. Panizzi - Sede Centrale;Biblioteca municipale;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/biblioteche-storiche/biblioteca-a-panizzi-sede-centrale;;;BIBLIOTECHE STORICHE;via Farini, 3 - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.696555;10.629232
REGGIO NELL'EMILIA;REGGIO EMILIA;Biblioteca delle Arti - Emeroteca dei Civici Musei;Ospitate a fianco della Galleria Parmeggiani, sono specializzate in archeologia e storia dell'arte.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/biblioteche-storiche/biblioteca-delle-arti-emeroteca-dei-civici-musei;;;BIBLIOTECHE STORICHE;piazza della Vittoria, 5 - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.700495;10.629124
REGGIO NELL'EMILIA;REGGIO EMILIA;Broletto;Loggiato esterno del Broletto tra piazza Prampolini e piazza S. Prospero;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/piazze-logge-vie-storiche/broletto;;;PIAZZE, LOGGE, VIE STORICHE;vicolo Broletto - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.697478;10.630898
REGGIO NELL'EMILIA;REGGIO EMILIA;Cappella Coccapani del Palazzo Vescovile;Situata tra il primo e il secondo piano del Palazzo Vescovile, l?ambiente noto come ?Cappella Coccapani? è uno degli spazi misteriosi del complesso episcopale cittadino.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/cappelle-oratori-tabernacoli/cappella-coccapani-del-palazzo-vescovile;;;CAPPELLE, ORATORI, TABERNACOLI;Via Vittorio Veneto, 6 - 42121 Reggio nell'Emilia;presso Museo Diocesano;Reggio Emilia;42081;44.69806;10.631668
REGGIO NELL'EMILIA;REGGIO EMILIA;Cattedrale - Duomo;"Costruzione romana edificata intorno all'857; nel XV secolo lo stile della cattedrale viene adeguato ai canoni architettonici dell'epoca. La cattedrale è stata restaurata e riaperta al pubblico concontributi di artisti contemporanei.";http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/cattedrale-duomo;;;CHIESE, PIEVI, BATTISTERI;piazza Prampolini - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.697657;10.631024
REGGIO NELL'EMILIA;REGGIO EMILIA;Chiesa dei Santi Girolamo e Vitale;Di sicura suggestione è la visita alla chiesa dei Santi Girolamo e Vitale, frutto della più matura esperienza progettuale barocca.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/chiesa-dei-santi-girolamo-e-vitale;;;CHIESE, PIEVI, BATTISTERI;via San Girolamo - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.694433;10.636122
REGGIO NELL'EMILIA;REGGIO EMILIA;"Chiesa ""Del Cristo""";Costruito come oratorio e successivamente trasformato nel corso del XVIII secolo in Chiesa a stile tipicamente barocco. Parrocchia Chiesa Ortodossa Romena;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/chiesa-del-cristo;;;CHIESE, PIEVI, BATTISTERI;piazzale Roversi, 4 - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.696146;10.629358
REGGIO NELL'EMILIA;REGGIO EMILIA;Chiesa di San Filippo Neri;Sorta nel 1672, molto dopo l'oratorio, e consacrata nel 1743. Non ha facciata, ed è incuneata sul retro di quell'antico edificato di cui sin dal suo nascere era stata progaggine (si tratta dell'agglomerato che sul lato prospiciente via Toschi, è considerato uno dei più fastosi della città: Pa...;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/chiesa-di-san-filippo-neri;;;CHIESE, PIEVI, BATTISTERI;via San Filippo - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.695175;10.63413
REGGIO NELL'EMILIA;REGGIO EMILIA;Chiesa di San Giorgio;L'attuale costruzione risale al 1638 quando si decise di rifabbricare completamente il vecchio edificio le cui notizie risalgono al 1146.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/chiesa-di-san-giorgio;;;CHIESE, PIEVI, BATTISTERI;via Farini - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.696542;10.629653
REGGIO NELL'EMILIA;REGGIO EMILIA;Chiesa di San Giovanni Evangelista;Nota come Chiesa di San Giovannino. La struttura attuale risale al XVI secolo.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/chiesa-di-san-giovanni-evangelista;;;CHIESE, PIEVI, BATTISTERI;piazzetta San Giovanni - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.698369;10.628873
REGGIO NELL'EMILIA;REGGIO EMILIA;Chiesa di Santo Stefano;La seconda metà del XI sec. è la probabile epoca della costruzione della primitiva chiesa di S.Stefano.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/chiesa-di-santo-stefano;;;CHIESE, PIEVI, BATTISTERI;via Emilia Santo Stefano, 30 - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.70039;10.625415
REGGIO NELL'EMILIA;REGGIO EMILIA;Chiesa di S. Pietro;Nel 1586 i monaci benedettini affidano la costruzione di una nuova chiesa ( nel luogo dove fin dal 1140 esisteva una chiesa dedicata a San Pietro), all'architetto bolognese Giulio Della Torre (segue i lavori il reggiano Prospero Pacchioni). Il nome corretto è dei SS. Pietro e Prospero.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/chiesa-di-s-pietro;;;CHIESE, PIEVI, BATTISTERI;via Emilia San Pietro - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.696496;10.637383
REGGIO NELL'EMILIA;REGGIO EMILIA;Chiostri Benedettini di San Pietro;L?ex Monastero apparteneva ai Monaci Benedettini che officiavano nell'annessa Chiesa di San Pietro.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/abbazie-monasteri-santuari/chiostri-benedettini-di-san-pietro;;;ABBAZIE, MONASTERI, SANTUARI;via Emilia San Pietro, 44/C - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.696588;10.637984
REGGIO NELL'EMILIA;REGGIO EMILIA;Chiostri di San Domenico;"Ex Convento di San Domenico detto anche ""degli Stalloni""";http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/abbazie-monasteri-santuari/chiostri-di-san-domenico;;;ABBAZIE, MONASTERI, SANTUARI;via Dante Alighieri, 11 - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.698632;10.637255
REGGIO NELL'EMILIA;REGGIO EMILIA;Cimitero Ebraico;Il Cimitero degli Israeliti, di cui non sono stati ritrovati disegni d'archivio, fu inaugurato nel 1808 con la sepoltura di Beniamino Foà, giovane nobile ebreo.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/monumenti-alla-memoria/cimitero-ebraico;;;MONUMENTI ALLA MEMORIA;via della Canalina, 1 - 42123 Reggio nell'Emilia;;Reggio Emilia;42081;44.69038;10.618544
REGGIO NELL'EMILIA;REGGIO EMILIA;Collezione Maramotti;Galleria privata di arte contemporanea, in esposizione oltre duecento opere rappresentative delle principali tendenze artistiche italiane e internazionali dal 1945 a oggi, tra dipinti, sculture e installazioni, nella vecchia sede produttiva di Max Mara convertita in spazio espositivo.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/musei-gallerie/collezione-maramotti;;;MUSEI, GALLERIE;via Fratelli Cervi, 66 - 42124 Reggio nell'Emilia;;Reggio Emilia;42081;44.709551;10.601056
REGGIO NELL'EMILIA;REGGIO EMILIA;Complesso Ex Locatelli - Centro Internazionale della cultura e creatività;"Nella zona Nord della città, dietro alla Stazione, nel quartiere di Santa Croce ""esterna"", è sorta all'inizio di questo secolo la prima area industriale conosciuta come ""Le Reggiane"".";http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/archeologia-industriale/complesso-ex-locatelli-centro-internazionale-della-cultura-e-creativita;;;ARCHEOLOGIA INDUSTRIALE;via Bligny, 1/a - 42124 Reggio nell'Emilia;;Reggio Emilia;42081;44.700752;10.644568
REGGIO NELL'EMILIA;REGGIO EMILIA;Danza di Astri e di Stelle - Eliseo Mattiacci;La nuova opera di Mattiacci è stata creata appositamente per l?ampia distesa verde che si estende a sud dell?Ex Fonderia, attuale sede della Fondazione Nazionale della Danza ? Aterballetto.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/opere-artistiche/danza-di-astri-e-di-stelle-eliseo-mattiacci;;;OPERE ARTISTICHE;via della Costituzione, 39 - 42124 Reggio nell'Emilia;;Reggio Emilia;42081;44.707287;10.623211
REGGIO NELL'EMILIA;REGGIO EMILIA;Evoluzione dell'ingegno - Franco Reggiani;Scultura composta con le parti fondamentali di sette differenti autovetture della Scuderia Ferrari;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/opere-artistiche/evoluzione-dellingegno-franco-reggiani;;;OPERE ARTISTICHE;viale dei Trattati di Roma - 42124 Reggio nell'Emilia;;Reggio Emilia;42081;44.721606;10.62411
REGGIO NELL'EMILIA;REGGIO EMILIA;Ex Caserma Zucchi, sede Università di Modena e Reggio Emilia;Antico Foro Boario voluto dal Duca DI Modena Francesco IV, e progettato da Pietro Marchelli, era adibito a conservatoria delle riserve dell'annona e sede del mercato bestiame, attualmente il Palazzo intitolato a Giuseppe Dossetti ospita vari servizi dell'Univesità;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/ville-dimore-teatri-storici/ex-caserma-zucchi-sede-universita-di-modena-e-reggio-emilia-palazzo-universitario-giuseppe;;;VILLE , DIMORE, TEATRI STORICI;viale Allegri, 9 - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.702323;10.628523
REGGIO NELL'EMILIA;REGGIO EMILIA;Fondazione Palazzo Magnani;Il Palazzo che oggi ospita la sede espositiva Palazzo Magnani appartenne, per un secolo, ai conti Becchi, per poi passare, all'inizio del Settecento, a un'altra famiglia nobile, i Chioffi, che nel 1841 ne promossero restauri importanti, dando all'edificio la configurazione attuale.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/musei-gallerie/fondazione-palazzo-magnani;;;MUSEI, GALLERIE;corso Garibaldi, 29/31 - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.697274;10.627191
REGGIO NELL'EMILIA;REGGIO EMILIA;Fontana in Piazza Martiri del 7 luglio;La fontana ? lunga 46 metri, quanto la facciata del Teatro Valli, e larga 12, la profondità è di appena 2 centimetri ? è stata costruita con geometrie e funzioni che ricordano la storia del luogo e si presta a diverse possibilità di utilizzo.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/fontane-ponti-canali/fontana-in-piazza-martiri-del-7-luglio;;;FONTANE, PONTI, CANALI;piazza Martiri del 7 Luglio - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.700393;10.631375
REGGIO NELL'EMILIA;REGGIO EMILIA;Galleria Parmeggiani;La Galleria raccoglie la collezione d'arte di Luigi Parmeggiani. Comprende: armi e coltellerie europee, oreficerie, smalti e gioielli, costumi europei dal XVII al XIX secolo, sculture in pietra e in legno policromo, dipinti italiani, spagnoli e fiamminghi, altri oggetti artistici.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/musei-gallerie/galleria-parmeggiani;;;MUSEI, GALLERIE;corso Cairoli, 2 - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.700492;10.628849
REGGIO NELL'EMILIA;REGGIO EMILIA;Giardini Pubblici - Parco del Popolo;vasto spazio verde (piante secolari) collocato nel centro storico;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/giardini-parchi-storici/giardini-pubblici-parco-del-popolo;;;GIARDINI, PARCHI STORICI;viale Allegri - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.70124;10.62953
REGGIO NELL'EMILIA;REGGIO EMILIA;Gruppo scultoreo in San Giovanni Evangelista;Il Compianto era originariamente nella cappella del Sepolcro della chiesa cittadina di San Francesco e apparteneva alla Compagnia dei Battuti, costituitosi nel 1321.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/opere-artistiche/gruppo-scultoreo-in-san-giovanni-evangelista;;;OPERE ARTISTICHE;piazza San Giovanni - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.698372;10.628838
REGGIO NELL'EMILIA;REGGIO EMILIA;Il Cimitero Monumentale;Il Cimitero Monumentale suburbano fu edificato nel 1808 su progetto di Domenico Marchelli (1764-1832).;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/monumenti-alla-memoria/il-cimitero-suburbano;;;MONUMENTI ALLA MEMORIA;via Sergio Beretti, 4 - 42123 Reggio nell'Emilia;;Reggio Emilia;42081;44.692363;10.623093
REGGIO NELL'EMILIA;REGGIO EMILIA;Il Mauriziano - dimora estiva del poeta Ludovico Ariosto;Villa quattrocentesca situata lungo la Via Emilia, in direzione Modena, a tre chilometri dalla città.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/ville-dimore-teatri-storici/il-mauriziano-dimora-estiva-del-poeta-ludovico-ariosto;;;VILLE , DIMORE, TEATRI STORICI;via Pasteur, 11 - 42122 Reggio nell'Emilia;;Reggio Emilia;42081;44.681752;10.6722
REGGIO NELL'EMILIA;REGGIO EMILIA;Invito a....;Reggio Emilia incontra l'arte contemporanea con quattro opere realizzate da: Luciano Fabro, Sol LeWitt, Eliseo Mattiacci, Robert Morris in mostra a cielo aperto.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/musei-gallerie/invito-a;;;MUSEI, GALLERIE;Reggio Emilia;;Reggio Emilia;42081;44.701118;10.629616
REGGIO NELL'EMILIA;REGGIO EMILIA;I Ponti dell'Architetto Santiago Calatrava;I ponti di Santiago Calatrava sono le nuove porte della nostra città: architetture da osservare in movimento, che consentono di abbattere frontiere, di muoversi in libertà, di far coincidere la struttura con la forma e di far dialogare l'arte con la scienza.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/architettura-moderna/i-ponti-dellarchitetto-santiago-calatrava;;;ARCHITETTURA MODERNA;via dei Trattati di Roma - 42124 Reggio nell'Emilia;;Reggio Emilia;42081;44.727302;10.637168
REGGIO NELL'EMILIA;REGGIO EMILIA;I Ponti dell'Architetto Santiago Calatrava;I ponti di Santiago Calatrava sono le nuove porte della nostra città: architetture da osservare in movimento, che consentono di abbattere frontiere, di muoversi in libertà, di far coincidere la struttura con la forma e di far dialogare l'arte con la scienza.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/fontane-ponti-canali/i-ponti-dellarchitetto-santiago-calatrava;;;FONTANE, PONTI, CANALI;viale dei Trattati di Roma - 42124 Reggio nell'Emilia;;Reggio Emilia;42081;44.728382;10.63777
REGGIO NELL'EMILIA;REGGIO EMILIA;La Casa dei Burattini di Otello Sarzi;Mostra antologica di proprietà della Fondazione con le opere del grande burattinaio Otello Sarzi, scomparso nel 2001.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/musei-gallerie/la-casa-dei-burattini-di-otello-sarzi;;;MUSEI, GALLERIE;via del Guazzatoio, 12/b - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.693539;10.631089
REGGIO NELL'EMILIA;REGGIO EMILIA;La Crocifissione (1624-25) Guercino Basilica della Ghiara;Nella Basilica della B.V. della Ghiara è collocata la grande pala eseguita tra il 1624 ed il 1625 da Giovanni Francesco Barbieri, detto il Guercino (1591-1666).;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/opere-artistiche/la-crocifissione-1624-25-guercino-basilica-della-ghiara;;;OPERE ARTISTICHE;corso Garibaldi, 44 - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.699042;10.626284
REGGIO NELL'EMILIA;REGGIO EMILIA;La Fonderia ex Lombardini;Sede stabile della Fondazione Nazionale Danza - Aterballetto;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/archeologia-industriale/la-fonderia-ex-lombardini;;;ARCHEOLOGIA INDUSTRIALE;via della Costituzione, 39 - 42124 Reggio nell'Emilia;;Reggio Emilia;42081;44.707721;10.622299
REGGIO NELL'EMILIA;REGGIO EMILIA;L'Araba Fenice - Luciano Fabro;L?opera (realizzata nel 2005) è una colonna di marmo travertino-oro iraniano, alta circa sette metri e leggermente rastremata verso l?alto.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/opere-artistiche/laraba-fenice-luciano-fabro;;;OPERE ARTISTICHE;viale Allegri, 9 - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.702353;10.628682
REGGIO NELL'EMILIA;REGGIO EMILIA;La scultura di Marco Gerra;La scultura, opera d?arte astratta, è alta 10 metri e pesa 90 quintali. È composta da otto parti, forme geometriche, fra loro saldate e verniciate in arancione, bianco e nero.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/opere-artistiche/la-scultura-di-marco-gerra;;;OPERE ARTISTICHE;Piazza Duca d'Aosta - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.704534;10.630646
REGGIO NELL'EMILIA;REGGIO EMILIA;La Sinagoga e il Ghetto Ebraico;L'insediamento del ghetto ebraico nella città risale circa alla seconda metà del XVII secolo, esso era compreso fra le vie : Caggiati - della Volta - dell'Aquila - Monzermone.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/piazze-logge-vie-storiche/la-sinagoga-e-il-ghetto-ebraico;;;PIAZZE, LOGGE, VIE STORICHE;via dell'Aquila - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.699917;10.628486
REGGIO NELL'EMILIA;REGGIO EMILIA;Less Than - Robert Morris;L?opera permanente di Robert Morris, realizzata nel 2005, è stata pensata appositamente per il segreto e silenzioso Chiostro Piccolo;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/opere-artistiche/less-than-robert-morris;;;OPERE ARTISTICHE;via Dante Alighieri, 11 - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.698624;10.637181
REGGIO NELL'EMILIA;REGGIO EMILIA;Memoriale alle 39 vittime dell'Heysel;Questo Monumento alla Memoria delle 39 vittime della tragedia Heysel, unico nel suo genere in Italia, è diventato simbolo contro la violenza negli stadi.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/monumenti-alla-memoria/monumento-alle-39-vittime-dellheysel;;;MONUMENTI ALLA MEMORIA;Viale Giacomo Matteotti - 42122 Reggio nell'Emilia;;Reggio Emilia;42081;44.693014;10.63975
REGGIO NELL'EMILIA;REGGIO EMILIA;Monumento ai Caduti;"Nel centro storico di Reggio Emilia, tra piazza della Vittoria e Giardini Pubblici, il monumento è stato inaugurato il 30 ottobre 1927, in occasione del quinto anniversario della ""marcia su Roma"".";http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/monumenti-alla-memoria/monumento-ai-caduti;;;MONUMENTI ALLA MEMORIA;piazza della Vittoria - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.700386;10.631547
REGGIO NELL'EMILIA;REGGIO EMILIA;Monumento ai Concordi;Nel 1930 i Giardini di Reggio si arricchiscono di una importante presenza scultorea, il Monumento ai Concordi, un?opera funeraria romana che risale all?età imperiale, rinvenuta a Boretto, durante alcuni lavori di bonifica.;http://turismo.comune.re.it/it/reggio-emilia/scopri-il-territorio/arte-e-cultura/opere-artistiche/monumento-ai-concordi;;;OPERE ARTISTICHE;via Nobili - 42121 Reggio nell'Emilia;;Reggio Emilia;42081;44.70245;10.631587
